period,id,orderId,date,timestamp,symbol,type,price,amount,total,realizedPnl,marginCoin,fee,feeCoin,leverage,invest,category
period-05,325359626,33785130264,16.12.2021 10:51:15,1639641075293,BTCUSD_PERP,BUY,48800,19,0.0389344262295082,0,BTC,0.00000389,BTC,5,,f-coin-signal
period-05,325359627,33785130264,16.12.2021 10:51:16,1639641076233,BTCUSD_PERP,BUY,48800,5,0.0102459016393443,0,BTC,0.00000102,BTC,5,,f-coin-signal
period-05,325359628,33785130264,16.12.2021 10:51:16,1639641076671,BTCUSD_PERP,BUY,48800,20,0.040983606557377,0,BTC,0.00000409,BTC,5,,f-coin-signal
period-05,325359629,33785130264,16.12.2021 10:51:17,1639641077673,BTCUSD_PERP,BUY,48800,3,0.00614754098360656,0,BTC,0.00000061,BTC,5,,f-coin-signal
period-05,325359630,33785130264,16.12.2021 10:51:18,1639641078467,BTCUSD_PERP,BUY,48800,20,0.040983606557377,0,BTC,0.00000409,BTC,5,,f-coin-signal
period-05,325359631,33785130264,16.12.2021 10:51:18,1639641078786,BTCUSD_PERP,BUY,48800,51,0.104508196721311,0,BTC,0.00001045,BTC,5,,f-coin-signal
period-05,325359632,33785130264,16.12.2021 10:51:20,1639641080872,BTCUSD_PERP,BUY,48800,20,0.040983606557377,0,BTC,0.00000409,BTC,5,,f-coin-signal
period-05,325359633,33785130264,16.12.2021 10:51:22,1639641082273,BTCUSD_PERP,BUY,48800,12,0.0245901639344262,0,BTC,0.00000245,BTC,5,,f-coin-signal
period-05,325366865,33785141027,16.12.2021 11:12:33,1639642353011,BTCUSD_PERP,BUY,48700,150,0.308008213552361,0,BTC,0.0000308,BTC,5,,f-coin-signal
period-05,325720702,33840210542,16.12.2021 18:44:17,1639669457215,BTCUSD_PERP,BUY,48500,100,0.206185567010309,0,BTC,0.00002061,BTC,5,,f-coin-signal
period-05,325801370,33843369199,16.12.2021 20:07:34,1639674454294,BTCUSD_PERP,BUY,48300,12,0.0248447204968944,0,BTC,0.00000248,BTC,5,,f-coin-signal
period-05,325801371,33843369199,16.12.2021 20:07:34,1639674454294,BTCUSD_PERP,BUY,48300,38,0.0786749482401656,0,BTC,0.00000786,BTC,5,,f-coin-signal
period-05,325805979,33843417063,16.12.2021 20:08:47,1639674527320,BTCUSD_PERP,BUY,48200,50,0.103734439834025,0,BTC,0.00001037,BTC,5,,f-coin-signal
period-05,326759105,33996614944,17.12.2021 17:46:55,1639752415174,BTCUSD_PERP,SELL,45885.8,500,1.08966172541396,-0.12005044,BTC,0.00054483,BTC,5,,f-coin-signal
period-05,333069155,34790537056,23.12.2021 10:51:22,1640245882708,BTCUSD_PERP,BUY,48102.8,100,0.207888106305662,0,BTC,0.00010394,BTC,5,,f-coin-signal
period-05,336384229,35080884016,28.12.2021 03:10:41,1640650241995,BTCUSD_PERP,BUY,50400,100,0.198412698412698,0,BTC,0.00001984,BTC,5,,f-coin-signal
period-05,336601195,35055713200,28.12.2021 07:18:34,1640665114428,BTCUSD_PERP,BUY,49300,37,0.0750507099391481,0,BTC,0.0000075,BTC,5,,f-coin-signal
period-05,336601196,35055713200,28.12.2021 07:18:34,1640665114428,BTCUSD_PERP,BUY,49300,10,0.0202839756592292,0,BTC,0.00000202,BTC,5,,f-coin-signal
period-05,336601197,35055713200,28.12.2021 07:18:34,1640665114428,BTCUSD_PERP,BUY,49300,53,0.107505070993915,0,BTC,0.00001075,BTC,5,,f-coin-signal
period-05,337143497,35266228958,28.12.2021 20:28:28,1640712508303,BTCUSD_PERP,BUY,48200,100,0.20746887966805,0,BTC,0.00002074,BTC,5,,f-coin-signal
period-05,298211780,23095154404,30.12.2021 03:18:36,1640823516185,ETHUSD_PERP,BUY,3600,200,0.555555555555556,0,ETH,0.00005555,ETH,3,,f-coin-classic
period-05,342293114,33656412600,05.01.2022 23:05:31,1641413131851,BTCUSD_PERP,BUY,44000,17,0.0386363636363636,0,BTC,0.00000386,BTC,5,,f-coin-signal
period-05,342293115,33656412600,05.01.2022 23:05:31,1641413131851,BTCUSD_PERP,BUY,44000,81,0.184090909090909,0,BTC,0.0000184,BTC,5,,f-coin-signal
period-05,342293116,33656412600,05.01.2022 23:05:31,1641413131851,BTCUSD_PERP,BUY,44000,102,0.231818181818182,0,BTC,0.00002318,BTC,5,,f-coin-signal
period-06,302261995,23095172218,06.01.2022 01:03:14,1641420194148,ETHUSD_PERP,BUY,3550,277,0.780281690140845,0,ETH,0.00007802,ETH,3,,f-coin-classic
period-06,302261996,23095172218,06.01.2022 01:03:14,1641420194162,ETHUSD_PERP,BUY,3550,23,0.0647887323943662,0,ETH,0.00000647,ETH,3,,f-coin-classic
period-06,302320789,23095183834,06.01.2022 01:25:59,1641421559202,ETHUSD_PERP,BUY,3500,200,0.571428571428571,0,ETH,0.00005714,ETH,3,,f-coin-classic
period-06,302324292,23095188390,06.01.2022 01:28:10,1641421690095,ETHUSD_PERP,BUY,3490,500,1.43266475644699,0,ETH,0.00014326,ETH,3,,f-coin-classic
period-06,342592644,34044420673,06.01.2022 01:28:48,1641421728410,BTCUSD_PERP,BUY,43000,200,0.465116279069767,0,BTC,0.00004651,BTC,5,,f-coin-signal
period-06,302910849,23095199008,06.01.2022 11:32:17,1641457937186,ETHUSD_PERP,BUY,3400,250,0.735294117647059,0,ETH,0.00007352,ETH,3,,f-coin-classic
period-06,303945235,23669232805,07.01.2022 07:35:29,1641530129958,ETHUSD_PERP,BUY,3150,500,1.58730158730159,0,ETH,0.00015873,ETH,3,,f-coin-classic
period-06,305568230,23819421952,08.01.2022 20:33:24,1641663204616,ETHUSD_PERP,BUY,3100,15,0.0483870967741935,0,ETH,0.00000483,ETH,3,,f-coin-classic
period-06,305568231,23819421952,08.01.2022 20:33:24,1641663204616,ETHUSD_PERP,BUY,3100,2,0.00645161290322581,0,ETH,0.00000064,ETH,3,,f-coin-classic
period-06,305568232,23819421952,08.01.2022 20:33:24,1641663204616,ETHUSD_PERP,BUY,3100,15,0.0483870967741935,0,ETH,0.00000483,ETH,3,,f-coin-classic
period-06,305568233,23819421952,08.01.2022 20:33:24,1641663204616,ETHUSD_PERP,BUY,3100,218,0.703225806451613,0,ETH,0.00007032,ETH,3,,f-coin-classic
period-06,306908768,23959579307,10.01.2022 17:16:04,1641824164800,ETHUSD_PERP,BUY,3000,100,0.333333333333333,0,ETH,0.00003333,ETH,3,,f-coin-classic
period-06,307921014,24109707619,11.01.2022 13:47:31,1641898051268,ETHUSD_PERP,BUY,3100,200,0.645161290322581,0,ETH,0.00006451,ETH,3,,f-coin-classic
period-06,309813071,24317337316,14.01.2022 13:25:05,1642155905118,ETHUSD_PERP,BUY,3250,200,0.615384615384615,0,ETH,0.00006153,ETH,3,,f-coin-classic
period-06,313936363,23899535685,21.01.2022 04:51:17,1642729877993,ETHUSD_PERP,BUY,2900,300,1.03448275862069,0,ETH,0.00010344,ETH,3,,f-coin-classic
period-06,352195264,36365150328,21.01.2022 05:21:01,1642731661936,BTCUSD_PERP,BUY,39500,100,0.253164556962025,0,BTC,0.00002531,BTC,5,,f-coin-signal
period-06,314128186,23899547638,21.01.2022 06:28:18,1642735698577,ETHUSD_PERP,BUY,2850,200,0.701754385964912,0,ETH,0.00007017,ETH,3,,f-coin-classic
period-06,352296294,36365164708,21.01.2022 06:28:22,1642735702213,BTCUSD_PERP,BUY,39000,100,0.256410256410256,0,BTC,0.00002564,BTC,5,,f-coin-signal
period-06,314627949,23899552853,21.01.2022 15:33:42,1642768422265,ETHUSD_PERP,BUY,2800,300,1.07142857142857,0,ETH,0.00010714,ETH,3,,f-coin-classic
period-06,315412547,23899564366,21.01.2022 23:15:12,1642796112199,ETHUSD_PERP,BUY,2700,200,0.740740740740741,0,ETH,0.00007407,ETH,3,,f-coin-classic
period-06,315935116,24874508180,22.01.2022 01:49:48,1642805388478,ETHUSD_PERP,BUY,2500,200,0.8,0,ETH,0.00008,ETH,3,,f-coin-classic
period-06,356952504,37946103469,24.01.2022 16:00:19,1643029219687,BTCUSD_PERP,BUY,33000,100,0.303030303030303,0,BTC,0.0000303,BTC,5,,f-coin-signal
period-06,357943797,38399861521,25.01.2022 00:11:56,1643058716741,BTCUSD_PERP,SELL,37000,400,1.08108108108108,-0.24996119,BTC,0.0001081,BTC,5,,f-coin-signal
period-06,323430801,25292515974,25.01.2022 00:20:04,1643059204759,ETHUSD_PERP,SELL,2460,700,2.84552845528455,-0.77686758,ETH,0.00028455,ETH,3,,f-coin-classic
